IDPOL,INIVIG,Año,Mes,Tipo,Sexo_Titular,Sexo_Adjunto,ECON_Titular,ECON_Adjunto,Status_Titular,Status_Adjunto,PROD,SAF,SAD,CREC,%CREC,COB,PAG,DIV,MON,SIT,F_GAR
5408,03/05/2022,2022,5,Vida Conjunta,F,M,22,22,NFD,FD,T,126950,NA,NA,NA,15,15,NA,MXN,Normal,NA
5407,03/05/2022,2022,5,Individual,M,F,47,53,NFND,NFND,V,2385790,NA,NA,NA,NA,59,NA,MXN,Normal,NA
5405,03/05/2022,2022,5,Individual,F,F,48,44,FND,NFD,V,1628770,NA,NA,NA,NA,28,NA,USD,Normal,NA
5397,03/05/2022,2022,5,Individual,F,M,51,51,NFD,FND,V,193760,NA,NA,NA,NA,43,NA,MXN,Normal,NA
5403,03/05/2022,2022,5,Individual,F,F,53,53,FD,FD,V,1605010,NA,NA,NA,NA,23,NA,MXN,Normal,NA
5402,03/05/2022,2022,5,Individual,M,M,29,29,NFND,FND,DM,85480,85480,NA,NA,10,2,SI,MXN,Normal,NA
5401,03/05/2022,2022,5,Individual,M,F,46,46,NFND,NFND,T,1734250,NA,NA,NA,15,15,NA,UDI,Normal,NA
5400,03/05/2022,2022,5,Individual,F,M,46,54,NFND,FND,V,481450,NA,NA,NA,NA,20,NA,MXN,Normal,NA
5399,03/05/2022,2022,5,Individual,M,M,41,40,NFND,NFND,V,723550,NA,NA,NA,NA,53,NA,MXN,Normal,NA
5398,03/05/2022,2022,5,Individual,F,M,55,46,NFND,NFND,V,5031570,NA,NA,NA,NA,18,NA,MXN,Normal,NA
5396,03/05/2022,2022,5,Vida Conjunta,M,F,52,48,FD,FD,V,1107740,NA,NA,NA,NA,14,NA,MXN,Normal,NA
5395,03/05/2022,2022,5,Último Superviviente,F,M,48,48,FND,NFND,DM,159670,Última,FIJO,0.03,25,9,SI,MXN,Normal,NA
5404,03/05/2022,2022,5,Individual,M,M,58,58,NFND,NFND,T,454390,NA,NA,NA,20,10,NA,MXN,Normal,NA
5428,04/05/2022,2022,5,Individual,M,F,44,37,NFND,NFND,V,164940,NA,NA,NA,NA,43,NA,MXN,Normal,NA
5429,04/05/2022,2022,5,Vida Conjunta,M,M,37,38,FND,FND,T,225040,NA,VARIABLE,0.045,5,2,NA,MXN,Normal,NA
5430,04/05/2022,2022,5,Vida Conjunta,F,M,28,23,FND,FD,T,259950,NA,NA,NA,5,4,NA,USD,Normal,NA
5431,04/05/2022,2022,5,Vida Conjunta,F,M,56,56,FND,FD,V,121580,NA,NA,NA,NA,39,NA,MXN,Normal,NA
5436,04/05/2022,2022,5,Individual,M,F,40,48,NFND,NFND,DM,368230,368230,NA,NA,20,10,SI,MXN,Normal,NA
5433,04/05/2022,2022,5,Individual,M,F,43,43,NFND,FD,T,1710470,NA,NA,NA,25,25,NA,MXN,Normal,NA
5434,04/05/2022,2022,5,Individual,F,M,31,31,NFND,NFND,T,529700,NA,NA,NA,15,15,NA,MXN,Normal,NA
5435,04/05/2022,2022,5,Individual,F,M,42,33,NFND,NFND,DM,93100,66480,NA,NA,10,2,SI,UDI,Saldado,2023-05-04
5427,04/05/2022,2022,5,Individual,M,F,38,46,FD,NFND,T,2678080,NA,FIJO,0.014,20,16,NA,MXN,Normal,NA
5432,04/05/2022,2022,5,Individual,M,M,22,18,FND,FND,T,867850,NA,FIJO,0.029,10,2,NA,MXN,Normal,NA
5426,04/05/2022,2022,5,Individual,M,F,58,52,NFD,NFD,V,187330,NA,NA,NA,NA,6,NA,MXN,Normal,NA
5421,04/05/2022,2022,5,Individual,M,F,38,45,FND,NFND,DM,280370,280370,NA,NA,10,1,SI,MXN,Normal,NA
5424,04/05/2022,2022,5,Individual,F,M,49,49,NFND,FND,DM,2016230,2016230,NA,NA,5,5,SI,MXN,Normal,NA
5414,04/05/2022,2022,5,Individual,M,F,44,44,NFND,FND,V,79820,NA,NA,NA,NA,50,NA,MXN,Normal,NA
5415,04/05/2022,2022,5,Individual,F,F,38,47,FD,FD,DM,222730,Última,VARIABLE,0.014,20,20,SI,MXN,Normal,NA
5417,04/05/2022,2022,5,Individual,F,M,60,60,NFND,NFND,T,2310030,NA,NA,NA,15,15,NA,MXN,Normal,NA
5418,04/05/2022,2022,5,Individual,F,M,33,33,NFND,NFND,DM,1557060,Última,FIJO,0.022,5,5,SI,MXN,Normal,NA
5416,04/05/2022,2022,5,Individual,M,F,56,58,NFD,FD,T,297700,NA,NA,NA,20,20,NA,MXN,Normal,NA
5420,04/05/2022,2022,5,Último Superviviente,F,M,42,35,NFND,NFND,T,273020,NA,NA,NA,20,20,NA,MXN,Normal,NA
5425,04/05/2022,2022,5,Último Superviviente,M,F,44,40,NFND,NFND,DM,312180,Última,FIJO,0.034,15,15,SI,UDI,Normal,NA
5422,04/05/2022,2022,5,Último Superviviente,M,F,35,43,FND,FND,T,796730,NA,NA,NA,20,1,NA,MXN,Normal,NA
5423,04/05/2022,2022,5,Último Superviviente,M,F,44,41,NFND,NFND,DM,352230,314110,NA,NA,10,10,SI,MXN,Normal,NA
5419,04/05/2022,2022,5,Individual,F,M,43,48,NFND,NFND,T,292260,NA,NA,NA,10,10,NA,MXN,Normal,NA
5445,05/05/2022,2022,5,Último Superviviente,F,F,43,43,NFND,NFND,DM,720090,720090,NA,NA,5,2,SI,MXN,Normal,NA
5451,05/05/2022,2022,5,Individual,M,F,28,19,NFD,FD,T,2663380,NA,NA,NA,20,20,NA,MXN,Normal,NA
5449,05/05/2022,2022,5,Individual,M,M,39,39,NFND,FND,V,70250,NA,NA,NA,NA,16,NA,MXN,Normal,NA
5448,05/05/2022,2022,5,Individual,M,F,44,47,FND,FND,T,589420,NA,NA,NA,25,25,NA,MXN,Normal,NA
5447,05/05/2022,2022,5,Individual,F,M,59,62,NFND,FND,T,275870,NA,NA,NA,20,14,NA,MXN,Normal,NA
5446,05/05/2022,2022,5,Vida Conjunta,F,M,40,40,NFND,NFND,T,53330,NA,NA,NA,10,1,NA,MXN,Normal,NA
5444,05/05/2022,2022,5,Vida Conjunta,M,F,44,44,NFND,NFND,DM,1376670,1376670,NA,NA,10,9,SI,MXN,Normal,NA
5450,05/05/2022,2022,5,Vida Conjunta,F,M,53,53,NFND,NFND,DM,321770,321770,NA,NA,10,7,SI,UDI,Normal,NA
5442,05/05/2022,2022,5,Último Superviviente,M,F,37,28,NFD,NFD,T,479920,NA,NA,NA,5,2,NA,MXN,Normal,NA
5441,05/05/2022,2022,5,Individual,F,F,35,35,NFND,NFND,T,787360,NA,NA,NA,25,25,NA,UDI,Normal,NA
5440,05/05/2022,2022,5,Individual,M,F,34,33,FND,NFD,T,198030,NA,NA,NA,20,1,NA,MXN,Normal,NA
5439,05/05/2022,2022,5,Individual,F,M,56,50,NFD,NFD,T,1376610,NA,NA,NA,5,5,NA,UDI,Normal,NA
5438,05/05/2022,2022,5,Individual,F,M,40,40,NFD,FD,T,384210,NA,NA,NA,10,10,NA,MXN,Normal,NA
5443,05/05/2022,2022,5,Vida Conjunta,M,F,41,41,FD,NFND,V,210480,NA,NA,NA,NA,1,NA,MXN,Normal,NA
5437,05/05/2022,2022,5,Individual,M,F,45,48,FD,FND,DM,220300,220300,NA,NA,20,20,SI,UDI,Normal,NA
5459,06/05/2022,2022,5,Individual,F,F,49,43,NFND,FND,DM,135990,Última,FIJO,0.026,25,11,SI,MXN,Normal,NA
5458,06/05/2022,2022,5,Individual,M,M,52,49,FD,FD,T,3321330,NA,NA,NA,10,1,NA,MXN,Normal,NA
5457,06/05/2022,2022,5,Vida Conjunta,F,F,47,47,FND,FND,T,653850,NA,NA,NA,10,10,NA,MXN,Normal,NA
5456,06/05/2022,2022,5,Vida Conjunta,F,F,49,42,NFD,FD,DM,315280,315280,NA,NA,15,15,SI,MXN,Normal,NA
5460,06/05/2022,2022,5,Último Superviviente,M,F,33,40,NFD,FND,T,319590,NA,NA,NA,15,15,NA,MXN,Normal,NA
5454,06/05/2022,2022,5,Individual,F,M,37,37,FND,NFND,DM,371360,Última,FIJO,0.038,10,3,SI,MXN,Normal,NA
5453,06/05/2022,2022,5,Vida Conjunta,M,M,35,39,NFND,NFD,T,288590,NA,NA,NA,15,5,NA,MXN,Normal,NA
5452,06/05/2022,2022,5,Individual,M,M,42,42,NFND,NFD,T,640000,NA,NA,NA,25,25,NA,MXN,Normal,NA
5455,06/05/2022,2022,5,Vida Conjunta,F,M,43,43,FND,FND,T,2086060,NA,NA,NA,20,12,NA,MXN,Normal,NA
5468,07/05/2022,2022,5,Vida Conjunta,M,M,40,40,NFD,NFD,DM,1687720,1687720,NA,NA,25,16,SI,MXN,Normal,NA
5467,07/05/2022,2022,5,Individual,F,M,45,50,NFND,NFND,T,344570,NA,NA,NA,5,2,NA,MXN,Normal,NA
5465,07/05/2022,2022,5,Individual,M,F,53,53,NFND,FND,V,138430,NA,NA,NA,NA,26,NA,UDI,Normal,NA
5466,07/05/2022,2022,5,Individual,F,M,40,30,NFND,FND,T,1057480,NA,NA,NA,15,13,NA,MXN,Normal,NA
5463,07/05/2022,2022,5,Vida Conjunta,F,M,39,48,FND,FND,T,574650,NA,NA,NA,5,3,NA,UDI,Normal,NA
5462,07/05/2022,2022,5,Individual,F,F,40,40,NFD,FND,T,572090,NA,NA,NA,15,1,NA,USD,Normal,NA
5461,07/05/2022,2022,5,Último Superviviente,M,F,42,32,FND,FND,T,848120,NA,NA,NA,15,15,NA,MXN,Normal,NA
5464,07/05/2022,2022,5,Individual,F,M,38,28,NFND,NFND,T,161530,NA,NA,NA,20,17,NA,MXN,Prórrogado,2038-05-07
5479,08/05/2022,2022,5,Individual,F,F,42,50,FD,NFD,DM,1644090,1644090,NA,NA,25,13,SI,MXN,Normal,NA
5484,08/05/2022,2022,5,Último Superviviente,F,F,37,37,NFND,NFND,T,167250,NA,NA,NA,5,4,NA,UDI,Normal,NA
5483,08/05/2022,2022,5,Individual,F,M,24,24,NFND,FND,T,161870,NA,NA,NA,5,2,NA,MXN,Normal,NA
5482,08/05/2022,2022,5,Vida Conjunta,F,F,35,30,FD,FD,T,361960,NA,NA,NA,15,1,NA,MXN,Normal,NA
5481,08/05/2022,2022,5,Individual,F,F,46,44,FND,FND,T,290400,NA,NA,NA,5,5,NA,MXN,Normal,NA
5480,08/05/2022,2022,5,Individual,F,M,46,46,NFND,NFND,T,131730,NA,NA,NA,25,25,NA,MXN,Normal,NA
5477,08/05/2022,2022,5,Vida Conjunta,F,M,27,20,NFD,NFND,T,445330,NA,NA,NA,15,10,NA,MXN,Normal,NA
5478,08/05/2022,2022,5,Individual,M,F,42,42,NFND,NFND,T,117190,NA,NA,NA,10,10,NA,MXN,Normal,NA
5475,08/05/2022,2022,5,Individual,F,M,62,62,FD,FD,T,259490,NA,NA,NA,15,14,NA,MXN,Normal,NA
5476,08/05/2022,2022,5,Individual,M,F,47,47,FND,FD,V,344720,NA,NA,NA,NA,52,NA,UDI,Normal,NA
5474,08/05/2022,2022,5,Individual,F,F,42,49,NFND,NFND,T,47450,NA,FIJO,0.013,10,1,NA,MXN,Normal,NA
5473,08/05/2022,2022,5,Último Superviviente,F,M,41,32,NFND,FND,T,77010,NA,NA,NA,10,5,NA,MXN,Normal,NA
5472,08/05/2022,2022,5,Individual,F,M,45,45,NFND,FND,DM,2566810,2566810,NA,NA,15,11,SI,MXN,Prórrogado,2030-05-08
5471,08/05/2022,2022,5,Individual,M,F,45,52,FND,NFND,DM,797430,797430,NA,NA,15,10,SI,MXN,Normal,NA
5470,08/05/2022,2022,5,Individual,F,F,43,35,FND,FND,V,994960,NA,FIJO,0.039,NA,33,NA,MXN,Normal,NA
5469,08/05/2022,2022,5,Individual,F,M,30,30,NFND,NFND,T,109700,NA,NA,NA,10,6,NA,MXN,Normal,NA
5496,09/05/2022,2022,5,Individual,M,F,44,44,FND,NFD,V,95910,NA,NA,NA,NA,18,NA,MXN,Normal,NA
5497,09/05/2022,2022,5,Individual,M,M,39,34,FD,FD,T,940040,NA,NA,NA,10,10,NA,MXN,Normal,NA
5498,09/05/2022,2022,5,Individual,M,F,25,25,NFND,NFND,T,96130,NA,NA,NA,15,1,NA,UDI,Normal,NA
5502,09/05/2022,2022,5,Individual,M,F,40,30,FND,FND,T,271430,NA,NA,NA,5,1,NA,MXN,Normal,NA
5500,09/05/2022,2022,5,Individual,F,F,40,48,NFND,NFND,T,494240,NA,NA,NA,10,7,NA,UDI,Normal,NA
5501,09/05/2022,2022,5,Individual,F,M,31,35,FND,NFND,T,337770,NA,NA,NA,5,4,NA,MXN,Normal,NA
5495,09/05/2022,2022,5,Último Superviviente,M,M,31,37,NFND,NFND,T,145220,NA,NA,NA,15,1,NA,MXN,Normal,NA
5499,09/05/2022,2022,5,Individual,M,F,38,37,NFND,NFND,T,135690,NA,NA,NA,15,6,NA,MXN,Normal,NA
5494,09/05/2022,2022,5,Vida Conjunta,M,F,27,27,NFD,FND,T,444930,NA,NA,NA,10,10,NA,UDI,Normal,NA
5491,09/05/2022,2022,5,Último Superviviente,M,F,26,26,NFND,NFND,T,3573380,NA,NA,NA,15,15,NA,MXN,Normal,NA
5492,09/05/2022,2022,5,Individual,M,F,40,40,NFND,FD,DM,45040,Última,FIJO,0.013,10,8,SI,MXN,Normal,NA
5490,09/05/2022,2022,5,Individual,F,M,47,47,FD,FD,V,862650,NA,NA,NA,NA,1,NA,MXN,Normal,NA
5489,09/05/2022,2022,5,Individual,F,M,43,43,NFND,NFND,DM,935090,935090,NA,NA,15,1,SI,MXN,Normal,NA
5488,09/05/2022,2022,5,Vida Conjunta,F,F,43,38,FND,FND,T,725400,NA,NA,NA,15,10,NA,MXN,Normal,NA
5487,09/05/2022,2022,5,Individual,M,F,41,41,NFND,FND,T,131300,NA,NA,NA,5,2,NA,UDI,Normal,NA
5486,09/05/2022,2022,5,Último Superviviente,F,F,44,44,NFND,FD,T,50970,NA,NA,NA,5,3,NA,MXN,Normal,NA
5485,09/05/2022,2022,5,Individual,M,F,41,41,NFD,NFND,V,143230,NA,NA,NA,NA,10,NA,MXN,Normal,NA
5493,09/05/2022,2022,5,Individual,F,M,50,50,FND,FND,DM,2138240,2138240,NA,NA,10,10,SI,MXN,Normal,NA
5509,10/05/2022,2022,5,Individual,M,M,61,60,NFD,FD,V,1056980,NA,NA,NA,NA,36,NA,UDI,Normal,NA
5511,10/05/2022,2022,5,Individual,M,F,56,51,FD,FD,DM,310450,310450,NA,NA,5,5,SI,UDI,Normal,NA
5510,10/05/2022,2022,5,Individual,F,F,43,33,NFND,NFND,V,2417040,NA,NA,NA,NA,5,NA,MXN,Normal,NA
5508,10/05/2022,2022,5,Último Superviviente,F,F,52,59,NFND,FND,V,551370,NA,NA,NA,NA,58,NA,MXN,Normal,NA
5503,10/05/2022,2022,5,Último Superviviente,F,F,45,45,FND,FD,T,1078980,NA,NA,NA,20,20,NA,MXN,Normal,NA
5506,10/05/2022,2022,5,Último Superviviente,M,F,35,28,NFD,NFD,T,1601400,NA,NA,NA,10,1,NA,MXN,Normal,NA
5505,10/05/2022,2022,5,Individual,M,F,41,37,NFD,NFD,DM,189820,189820,NA,NA,15,3,SI,MXN,Normal,NA
5504,10/05/2022,2022,5,Individual,M,F,43,43,NFND,NFND,T,108140,NA,NA,NA,20,10,NA,MXN,Normal,NA
5507,10/05/2022,2022,5,Individual,F,M,62,57,NFND,FND,V,442140,NA,NA,NA,NA,33,NA,MXN,Normal,NA
5523,11/05/2022,2022,5,Individual,F,M,28,37,FND,FND,T,67250,NA,NA,NA,5,5,NA,USD,Normal,NA
5522,11/05/2022,2022,5,Individual,M,F,28,33,NFND,FND,T,903220,NA,NA,NA,15,11,NA,UDI,Normal,NA
5521,11/05/2022,2022,5,Individual,F,M,51,56,NFND,FND,DM,1352060,1023070,NA,NA,20,20,SI,MXN,Normal,NA
5520,11/05/2022,2022,5,Individual,M,F,42,42,NFND,NFND,T,233800,NA,NA,NA,10,10,NA,MXN,Normal,NA
5518,11/05/2022,2022,5,Último Superviviente,M,M,42,33,NFND,NFND,T,851360,NA,NA,NA,5,5,NA,MXN,Normal,NA
5519,11/05/2022,2022,5,Individual,M,F,43,43,NFND,NFND,T,963900,NA,NA,NA,5,3,NA,MXN,Normal,NA
5516,11/05/2022,2022,5,Individual,F,M,38,28,FND,FND,DM,2993400,2993400,NA,NA,10,1,SI,MXN,Normal,NA
5515,11/05/2022,2022,5,Individual,M,M,35,35,FND,FND,DM,566750,496270,NA,NA,25,3,SI,MXN,Normal,NA
5514,11/05/2022,2022,5,Individual,M,M,38,43,NFD,NFND,DM,2427640,Última,FIJO,0.04,20,20,SI,UDI,Normal,NA
5513,11/05/2022,2022,5,Individual,M,M,46,47,NFD,NFD,DM,999320,Última,VARIABLE,0.028,10,2,SI,MXN,Normal,NA
5512,11/05/2022,2022,5,Individual,M,M,40,40,FND,NFND,T,638340,NA,NA,NA,5,5,NA,UDI,Normal,NA
5517,11/05/2022,2022,5,Vida Conjunta,F,F,55,55,FND,NFD,V,231090,NA,NA,NA,NA,18,NA,MXN,Normal,NA
5533,12/05/2022,2022,5,Individual,M,M,33,38,NFND,NFND,T,202860,NA,NA,NA,20,8,NA,MXN,Normal,NA
5539,12/05/2022,2022,5,Individual,M,F,30,33,FND,FND,T,761230,NA,NA,NA,15,15,NA,UDI,Normal,NA
5538,12/05/2022,2022,5,Individual,F,F,26,18,NFND,NFD,T,604700,NA,NA,NA,10,10,NA,MXN,Normal,NA
5537,12/05/2022,2022,5,Individual,M,F,34,26,NFND,NFND,DM,1672450,Última,FIJO,0.026,20,20,SI,MXN,Normal,NA
5535,12/05/2022,2022,5,Individual,F,M,40,40,NFND,NFND,V,314680,NA,NA,NA,NA,28,NA,MXN,Normal,NA
5534,12/05/2022,2022,5,Individual,M,F,43,43,NFND,FND,T,1949710,NA,NA,NA,10,1,NA,MXN,Normal,NA
5532,12/05/2022,2022,5,Último Superviviente,M,F,46,54,FD,NFND,V,117500,NA,NA,NA,NA,11,NA,MXN,Prórrogado,2032-05-12
5536,12/05/2022,2022,5,Individual,M,F,28,29,NFD,NFD,DM,71810,71810,NA,NA,10,1,SI,UDI,Normal,NA
5530,12/05/2022,2022,5,Vida Conjunta,M,M,40,40,NFND,NFND,T,305420,NA,FIJO,0.013,20,10,NA,UDI,Normal,NA
5529,12/05/2022,2022,5,Individual,F,F,38,38,NFD,NFD,T,1038420,NA,NA,NA,20,1,NA,MXN,Normal,NA
5528,12/05/2022,2022,5,Individual,F,F,36,36,FND,FND,T,3872580,NA,NA,NA,25,25,NA,MXN,Normal,NA
5527,12/05/2022,2022,5,Vida Conjunta,M,F,54,54,NFND,FD,V,283390,NA,NA,NA,NA,18,NA,MXN,Normal,NA
5531,12/05/2022,2022,5,Individual,M,F,49,49,NFND,NFND,V,181060,NA,VARIABLE,0.029,NA,9,NA,MXN,Normal,NA
5526,12/05/2022,2022,5,Vida Conjunta,F,M,51,58,NFND,FND,DM,397180,397180,NA,NA,10,3,SI,MXN,Normal,NA
5525,12/05/2022,2022,5,Vida Conjunta,M,F,36,36,FD,FD,T,149520,NA,NA,NA,10,2,NA,MXN,Normal,NA
5524,12/05/2022,2022,5,Individual,F,F,55,54,FND,FD,V,4976420,NA,NA,NA,NA,1,NA,MXN,Normal,NA
5549,13/05/2022,2022,5,Individual,M,F,33,28,NFND,NFND,T,152950,NA,NA,NA,15,15,NA,MXN,Normal,NA
5548,13/05/2022,2022,5,Vida Conjunta,F,M,28,27,FND,FND,T,128600,NA,NA,NA,10,10,NA,MXN,Normal,NA
5547,13/05/2022,2022,5,Último Superviviente,M,M,62,62,NFND,FD,V,287840,NA,NA,NA,NA,1,NA,MXN,Normal,NA
5546,13/05/2022,2022,5,Individual,F,M,49,49,NFD,NFD,DM,828300,828300,NA,NA,5,5,SI,MXN,Normal,NA
5545,13/05/2022,2022,5,Individual,F,M,51,42,NFD,NFD,T,582470,NA,NA,NA,5,5,NA,MXN,Normal,NA
5543,13/05/2022,2022,5,Individual,F,M,29,29,NFND,NFND,T,127160,NA,NA,NA,10,1,NA,MXN,Normal,NA
5542,13/05/2022,2022,5,Vida Conjunta,F,M,39,39,NFD,FND,V,1105640,NA,NA,NA,NA,34,NA,MXN,Normal,NA
5541,13/05/2022,2022,5,Vida Conjunta,M,F,26,27,NFND,NFND,T,611780,NA,NA,NA,10,10,NA,MXN,Normal,NA
5540,13/05/2022,2022,5,Individual,M,M,51,51,FND,FND,V,1765220,NA,NA,NA,NA,1,NA,MXN,Normal,NA
5544,13/05/2022,2022,5,Individual,M,F,42,33,NFND,NFD,T,262930,NA,NA,NA,5,1,NA,UDI,Normal,NA
5557,14/05/2022,2022,5,Individual,M,F,38,39,NFND,NFND,T,747800,NA,NA,NA,10,10,NA,MXN,Normal,NA
5560,14/05/2022,2022,5,Individual,M,F,33,31,FD,FD,V,215520,NA,NA,NA,NA,1,NA,MXN,Normal,NA
5559,14/05/2022,2022,5,Individual,M,M,38,38,NFD,NFD,T,159530,NA,FIJO,0.012,15,8,NA,MXN,Normal,NA
5558,14/05/2022,2022,5,Individual,F,M,53,56,NFND,FND,V,468190,NA,NA,NA,NA,47,NA,MXN,Normal,NA
5556,14/05/2022,2022,5,Individual,F,M,53,53,FD,FD,V,377010,NA,NA,NA,NA,55,NA,MXN,Normal,NA
5555,14/05/2022,2022,5,Vida Conjunta,F,M,33,43,FND,NFND,T,2723620,NA,NA,NA,5,5,NA,MXN,Normal,NA
5554,14/05/2022,2022,5,Individual,M,M,32,32,NFND,FD,T,2421300,NA,NA,NA,10,9,NA,MXN,Saldado,2027-05-14
5553,14/05/2022,2022,5,Individual,F,M,38,37,NFND,NFND,DM,301970,301970,NA,NA,5,1,SI,MXN,Normal,NA
5552,14/05/2022,2022,5,Último Superviviente,F,M,32,32,NFD,FD,T,1169330,NA,FIJO,0.016,15,10,NA,MXN,Normal,NA
5551,14/05/2022,2022,5,Último Superviviente,F,F,37,33,NFND,NFND,DM,614180,456740,NA,NA,10,10,SI,MXN,Normal,NA
5550,14/05/2022,2022,5,Vida Conjunta,M,F,38,45,FND,FND,T,105840,NA,NA,NA,5,1,NA,MXN,Normal,NA
5569,15/05/2022,2022,5,Último Superviviente,M,F,52,52,FND,NFND,T,98910,NA,NA,NA,5,2,NA,MXN,Normal,NA
5568,15/05/2022,2022,5,Individual,M,F,28,38,NFND,FND,T,512290,NA,NA,NA,15,11,NA,UDI,Normal,NA
5566,15/05/2022,2022,5,Individual,M,F,50,60,NFD,NFD,V,679820,NA,NA,NA,NA,23,NA,USD,Normal,NA
5565,15/05/2022,2022,5,Individual,F,F,41,41,NFND,NFND,DM,259320,259320,NA,NA,10,1,SI,UDI,Normal,NA
5567,15/05/2022,2022,5,Vida Conjunta,M,M,42,42,FND,FND,T,1069930,NA,NA,NA,5,4,NA,MXN,Normal,NA
5563,15/05/2022,2022,5,Vida Conjunta,F,F,37,30,NFD,NFND,DM,49370,49370,NA,NA,20,20,SI,MXN,Normal,NA
5562,15/05/2022,2022,5,Individual,F,M,51,57,NFD,NFD,T,1666660,NA,NA,NA,10,8,NA,MXN,Normal,NA
5561,15/05/2022,2022,5,Vida Conjunta,M,F,37,29,NFD,NFND,T,2798150,NA,NA,NA,10,8,NA,MXN,Normal,NA
5564,15/05/2022,2022,5,Vida Conjunta,F,M,32,24,NFD,NFD,T,1158200,NA,NA,NA,15,15,NA,MXN,Normal,NA
5581,16/05/2022,2022,5,Individual,F,F,35,35,FND,NFD,T,8000000,NA,NA,NA,20,1,NA,MXN,Normal,NA
5590,16/05/2022,2022,5,Individual,F,M,35,35,NFND,FND,T,298840,NA,NA,NA,15,15,NA,MXN,Normal,NA
5588,16/05/2022,2022,5,Individual,F,M,50,50,NFND,FND,T,495050,NA,NA,NA,10,8,NA,MXN,Normal,NA
5587,16/05/2022,2022,5,Vida Conjunta,M,F,34,34,NFND,FND,T,100910,NA,VARIABLE,0.016,15,4,NA,MXN,Normal,NA
5586,16/05/2022,2022,5,Vida Conjunta,M,M,32,36,NFD,NFND,DM,2472960,2472960,NA,NA,15,15,SI,MXN,Normal,NA
5585,16/05/2022,2022,5,Individual,F,F,19,19,NFD,NFD,T,21900,NA,NA,NA,15,15,NA,MXN,Normal,NA
5584,16/05/2022,2022,5,Individual,F,F,46,46,NFND,NFND,T,234720,NA,NA,NA,5,5,NA,MXN,Normal,NA
5583,16/05/2022,2022,5,Último Superviviente,M,M,33,33,NFND,NFD,T,75300,NA,NA,NA,15,15,NA,MXN,Normal,NA
5582,16/05/2022,2022,5,Individual,F,M,41,41,FD,FD,DM,2325570,Última,VARIABLE,0.023,15,1,SI,MXN,Normal,NA
5580,16/05/2022,2022,5,Individual,M,F,34,29,NFND,FD,T,184900,NA,FIJO,0.011,5,2,NA,MXN,Normal,NA
5589,16/05/2022,2022,5,Individual,M,F,44,46,NFND,NFND,T,312100,NA,NA,NA,10,1,NA,MXN,Normal,NA
5578,16/05/2022,2022,5,Individual,M,F,40,30,FND,FND,V,1525670,NA,NA,NA,NA,22,NA,MXN,Normal,NA
5577,16/05/2022,2022,5,Individual,M,M,44,37,NFND,NFD,T,880960,NA,NA,NA,15,1,NA,MXN,Normal,NA
5576,16/05/2022,2022,5,Vida Conjunta,F,M,37,37,NFD,NFD,T,2067340,NA,NA,NA,15,15,NA,USD,Normal,NA
5575,16/05/2022,2022,5,Individual,F,F,42,40,NFND,NFD,T,381150,NA,FIJO,0.014,20,20,NA,MXN,Normal,NA
5574,16/05/2022,2022,5,Individual,F,M,60,58,NFND,NFD,V,595450,NA,NA,NA,NA,1,NA,UDI,Normal,NA
5573,16/05/2022,2022,5,Individual,M,F,41,31,NFND,FND,T,175910,NA,NA,NA,20,20,NA,MXN,Normal,NA
5572,16/05/2022,2022,5,Individual,M,F,48,57,FND,FND,V,300340,NA,NA,NA,NA,1,NA,MXN,Normal,NA
5571,16/05/2022,2022,5,Último Superviviente,F,F,29,30,NFND,NFND,T,1896230,NA,NA,NA,5,5,NA,MXN,Normal,NA
5570,16/05/2022,2022,5,Individual,F,M,49,49,NFND,NFND,T,231120,NA,NA,NA,15,15,NA,MXN,Normal,NA
5579,16/05/2022,2022,5,Individual,F,M,29,37,NFND,NFND,T,28100,NA,NA,NA,10,3,NA,MXN,Normal,NA
5602,17/05/2022,2022,5,Vida Conjunta,M,F,20,18,NFND,NFND,T,85830,NA,NA,NA,25,25,NA,MXN,Normal,NA
5601,17/05/2022,2022,5,Vida Conjunta,M,F,43,43,NFND,NFND,DM,120760,120760,NA,NA,10,8,SI,MXN,Normal,NA
5600,17/05/2022,2022,5,Vida Conjunta,F,M,48,48,NFND,FD,V,586110,NA,NA,NA,NA,45,NA,MXN,Normal,NA
5599,17/05/2022,2022,5,Último Superviviente,F,M,48,41,NFND,FD,V,98300,NA,NA,NA,NA,1,NA,MXN,Normal,NA
5598,17/05/2022,2022,5,Individual,M,F,50,50,FND,FND,T,531150,NA,VARIABLE,0.039,5,2,NA,MXN,Normal,NA
5597,17/05/2022,2022,5,Último Superviviente,F,F,53,53,FND,NFND,T,563140,NA,NA,NA,5,2,NA,MXN,Normal,NA
5595,17/05/2022,2022,5,Individual,M,M,49,49,NFD,NFD,T,1381790,NA,NA,NA,15,15,NA,MXN,Normal,NA
5594,17/05/2022,2022,5,Vida Conjunta,M,M,44,51,FND,NFD,T,268880,NA,NA,NA,20,20,NA,MXN,Normal,NA
5593,17/05/2022,2022,5,Individual,F,M,22,22,NFND,NFD,T,786870,NA,NA,NA,5,4,NA,MXN,Normal,NA
5592,17/05/2022,2022,5,Individual,M,F,57,63,NFND,FND,T,489990,NA,NA,NA,15,15,NA,MXN,Normal,NA
5591,17/05/2022,2022,5,Individual,M,F,33,40,NFND,FND,T,3161020,NA,NA,NA,20,20,NA,MXN,Normal,NA
